Student ID,Age,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,HS GPA,Test Score,Family Income,First Gen,Financial Aid,Credits Attempted,Credits Completed,First Sem GPA,Attendance Rate,Extracurriculars,On-Campus,Work Hours,Mental Health,Advisor Meetings,Study Hours,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target
1291,24,Other,1,8,2,7,1,1,1,1,14,10,9,0,0,0,1,1,2.4,74,45536,Yes,5918,9,6,1.7,100,2,Yes,5,3,2,29,18,11.1,0.6,2.02,1
1292,36,Other,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,0,2.3,90,141300,No,15618,11,1,2.5,82,5,No,16,3,4,40,19,12.7,3.7,-1.7,1
1293,20,Female,1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,0,2.6,92,42912,No,16708,9,9,1.7,86,2,No,27,7,3,32,22,13.9,-0.3,0.79,0
1294,32,Other,1,8,5,7,1,1,4,4,10,3,10,1,0,0,1,0,2.4,75,94839,No,18678,9,5,1.7,66,5,No,2,9,2,16,20,8.9,1.4,3.51,1
1295,26,Female,2,12,1,4,1,1,1,1,31,10,4,0,0,1,0,0,2.5,56,28679,No,2078,14,6,0.6,90,2,No,12,4,4,17,34,12.4,0.5,1.79,1
1296,40,Male,2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,0,2.9,94,82168,No,956,15,1,1.9,88,5,No,29,8,5,23,24,16.2,0.3,-0.92,1
1297,39,Male,1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,0,3.3,77,38685,No,8709,10,7,3,96,4,Yes,3,6,0,5,26,7.6,2.6,0.32,0
1298,29,Male,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,0,2.5,71,64971,No,15285,13,1,2.4,92,0,No,29,2,1,38,35,12.4,0.5,1.79,1
1299,28,Female,1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,0,3.8,83,140004,No,15278,12,9,1.3,91,5,Yes,26,3,5,35,22,7.6,2.6,0.32,1
1300,28,Female,1,9,1,11,1,1,1,23,28,6,6,1,0,0,1,0,3.6,82,49919,No,17032,13,12,1.3,91,0,No,15,6,0,30,26,9.4,-0.8,-3.12,0
1301,29,Other,1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,0,2.3,82,86868,No,16892,14,1,1.8,83,0,Yes,17,3,2,13,19,8.9,1.4,3.51,1
1302,38,Female,1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,0,3.1,55,109741,No,11364,16,10,3.9,93,5,Yes,11,1,0,15,19,8.9,1.4,3.51,1
1303,23,Other,1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,0,2.8,52,31064,No,19794,13,7,2,96,4,Yes,23,5,2,40,20,15.5,2.8,-4.06,1
1304,33,Other,1,16,1,14,1,1,1,3,3,2,11,0,0,1,1,0,2.6,59,128158,No,5269,14,3,3.4,98,5,No,23,10,4,13,21,11.1,0.6,2.02,1
1305,24,Male,1,1,2,15,1,1,1,1,14,8,8,1,0,0,1,1,2.5,71,145470,No,11872,9,0,3.3,74,4,Yes,27,4,0,18,19,13.9,-0.3,0.79,1
1306,20,Other,1,1,3,15,1,1,1,13,14,10,10,1,0,0,1,0,3.1,62,125889,No,19866,10,8,1.4,88,3,No,10,10,3,13,18,12.7,3.7,-1.7,1
1307,30,Male,1,17,1,4,1,16,1,1,28,9,9,0,0,0,1,1,2.4,99,99470,No,999,14,9,1.4,64,3,Yes,7,1,4,25,23,8.9,1.4,3.51,1
1308,19,Female,1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,1,3.7,64,148431,No,13140,14,14,0.5,98,4,Yes,5,5,1,31,18,12.7,3.7,-1.7,1
1309,22,Other,1,9,1,12,1,1,1,22,28,6,8,1,0,0,1,0,3.9,69,34761,No,8187,14,5,0.9,83,0,No,1,8,3,19,18,12.7,3.7,-1.7,1
1310,42,Other,1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,3.8,92,74132,No,1960,12,11,1.3,96,1,Yes,21,1,4,22,19,10.8,1.4,1.74,1
1311,31,Female,1,17,1,9,1,16,1,1,14,21,37,1,0,0,1,0,2.3,66,54521,No,1398,13,8,2.6,76,1,No,18,3,4,10,21,8.9,1.4,3.51,1
1312,40,Other,1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,1,3,64,100200,No,3157,16,8,3.8,77,3,No,26,5,4,40,18,15.5,2.8,-4.06,1
1313,41,Other,1,1,1,15,1,1,1,23,27,10,6,1,0,0,1,1,3.3,55,139871,No,17020,16,5,2.2,97,1,No,25,8,1,8,24,10.8,1.4,1.74,1
1314,23,Male,1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,3.2,66,27624,No,14361,12,11,2,100,2,Yes,8,6,0,36,18,16.2,0.3,-0.92,1
1315,23,Male,1,1,1,14,1,1,1,13,1,6,8,1,0,0,1,0,3.1,51,31568,No,8569,12,2,3.9,64,5,No,28,8,0,15,18,13.9,-0.3,0.79,1
1316,39,Female,1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,2.2,79,90115,No,8350,10,5,1,60,0,Yes,23,6,1,17,20,12.4,0.5,1.79,1
1317,29,Male,1,8,2,6,1,1,1,1,14,5,10,1,0,0,1,0,3.6,80,115143,No,15791,9,8,0,80,0,No,14,5,0,11,19,9.4,-0.8,-3.12,1
1318,19,Female,1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,1,3.4,53,129169,No,3419,12,3,3.4,94,0,No,3,4,1,17,18,7.6,2.6,0.32,1
1319,19,Female,1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,1,2.1,71,111879,No,16669,9,9,2.9,93,5,No,25,9,4,40,19,10.8,1.4,1.74,1
1320,27,Other,1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,2.6,60,51641,No,8620,10,5,3.9,88,5,No,6,2,4,10,19,10.8,1.4,1.74,1
1321,38,Male,1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,2.2,73,131462,No,18987,10,4,0.6,94,3,Yes,6,10,1,18,18,10.8,1.4,1.74,1
1322,25,Female,1,1,2,16,1,1,1,13,1,32,16,1,0,0,1,0,3.6,86,35644,No,7096,17,11,2.8,85,0,Yes,10,4,0,20,20,11.1,0.6,2.02,1
1323,38,Male,1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,1,2.4,57,122582,No,20880,10,5,2,61,0,No,22,4,1,12,18,9.4,-0.8,-3.12,1
1324,38,Other,1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,1,3.2,82,97729,No,3783,11,4,2.7,67,4,Yes,2,1,5,8,19,11.1,0.6,2.02,1
1325,25,Other,1,8,3,9,1,1,1,3,28,3,11,1,0,0,1,0,3.5,67,102825,No,12967,10,5,1.8,86,3,Yes,8,4,0,6,18,13.9,-0.3,0.79,1
1326,43,Other,1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,2.4,72,113412,No,20186,9,7,1.7,100,3,Yes,28,9,4,7,18,7.6,2.6,0.32,1
1327,24,Other,1,1,1,6,1,1,1,1,27,5,10,1,0,0,1,0,3.9,58,135473,Yes,5028,12,2,2,96,5,Yes,2,9,4,20,21,11.1,0.6,2.02,1
1328,20,Female,1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,2.2,59,78532,No,10786,12,1,2.8,76,3,Yes,18,3,1,20,19,7.6,2.6,0.32,1
1329,22,Male,1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,2.2,52,39040,No,13572,15,11,3.7,72,5,No,23,7,1,21,21,12.4,0.5,1.79,1
1330,22,Male,1,1,1,6,1,1,1,4,1,3,10,0,0,0,1,0,3.9,77,85216,No,4603,14,5,2.1,99,4,Yes,9,5,0,8,18,11.1,0.6,2.02,1
1331,30,Other,1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,1,2.3,54,54646,No,17701,9,9,2.7,69,4,No,0,1,4,21,18,12.7,3.7,-1.7,1
1332,33,Male,1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,2.1,50,99844,No,22822,10,5,1.9,91,5,Yes,30,3,3,16,18,11.1,0.6,2.02,1
1333,33,Male,1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,2.2,74,106760,No,13553,9,7,2,72,4,No,0,6,1,37,23,10.8,1.4,1.74,1
1334,41,Female,1,1,1,10,1,1,1,13,27,8,8,1,0,0,1,0,2.1,62,38747,No,12555,14,8,0.9,93,1,No,1,10,3,18,20,16.2,0.3,-0.92,1
1335,27,Male,1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,2.3,81,73395,No,11591,13,6,2.7,67,3,No,19,3,5,38,18,16.2,0.3,-0.92,1
1336,33,Male,1,8,2,16,1,1,1,1,14,3,11,1,0,0,1,0,3.1,71,114283,No,17556,15,1,2.4,80,2,Yes,4,4,5,25,19,7.6,2.6,0.32,1
1337,18,Female,1,12,1,12,1,1,1,1,28,4,8,0,0,0,1,1,2.4,57,94879,Yes,3126,15,5,2.1,70,4,Yes,15,1,3,21,27,12.4,0.5,1.79,1
1338,45,Other,1,8,1,9,1,1,1,22,27,10,7,1,0,1,0,1,4,98,89810,No,22106,15,11,2.3,97,5,No,29,4,0,18,19,11.1,0.6,2.02,1
1339,35,Other,1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,3.3,93,35743,No,11931,16,13,0.7,63,3,No,28,7,3,29,21,15.5,2.8,-4.06,1
1340,26,Male,1,9,1,12,1,1,1,22,28,8,9,1,0,0,1,1,2.4,83,98363,No,11839,11,2,2.6,75,2,Yes,22,8,5,20,19,10.8,1.4,1.74,1
1341,43,Other,1,15,1,10,1,1,1,22,27,7,10,0,0,0,1,1,3.6,78,24473,No,11598,11,0,2.8,73,4,No,0,6,0,11,21,13.9,-0.3,0.79,1
1342,32,Other,1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,3.3,81,38767,No,22037,9,8,1,85,0,Yes,22,8,5,28,18,10.8,1.4,1.74,1
1343,20,Male,1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,1,3.5,60,24888,No,14724,15,7,2.6,75,0,No,17,5,4,22,20,12.7,3.7,-1.7,1
1344,38,Other,1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,1,3.4,93,124048,No,23081,10,8,0.5,61,1,Yes,18,6,1,30,18,9.4,-0.8,-3.12,1
1345,43,Female,1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,1,3,50,95917,No,21243,9,8,2.9,93,4,No,10,4,5,32,18,12.7,3.7,-1.7,1
1346,37,Other,1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,3.9,69,60693,No,12037,14,10,3.4,84,1,No,21,4,5,17,18,8.9,1.4,3.51,1
1347,43,Male,1,8,4,15,1,1,1,1,1,4,4,1,0,0,1,1,3.8,86,116267,No,24633,12,2,3.3,82,0,Yes,23,5,0,26,18,16.2,0.3,-0.92,1
1348,36,Other,1,1,3,12,1,1,1,1,1,8,8,1,0,0,1,1,2.5,94,115305,No,23476,18,1,1,84,2,Yes,1,2,3,37,19,12.4,0.5,1.79,1
1349,22,Other,1,17,1,6,1,16,1,13,28,9,10,1,0,1,0,0,3.8,97,128001,No,13018,11,8,2.3,94,5,Yes,27,6,0,23,23,8.9,1.4,3.51,0
1350,39,Female,1,12,1,6,1,12,1,13,14,5,10,1,0,0,1,1,3.5,59,94934,No,24500,14,5,1,67,0,Yes,25,8,4,37,24,8.9,1.4,3.51,1
1351,41,Other,1,1,1,2,1,1,1,1,1,4,4,1,0,0,1,0,2.3,50,76235,No,3457,15,15,1.5,65,4,No,28,1,4,18,19,10.8,1.4,1.74,1
1352,42,Other,1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,2.7,50,148456,No,6008,13,13,1.8,74,5,Yes,23,4,2,33,18,12.7,3.7,-1.7,1
1353,19,Male,1,1,2,5,1,1,1,1,14,5,4,0,0,0,1,0,3.3,96,101546,Yes,24748,18,17,0,97,1,No,6,8,5,32,19,12.7,3.7,-1.7,0
1354,43,Other,1,8,2,16,1,1,1,23,14,5,10,1,0,0,1,0,3.5,75,26558,No,1791,17,13,2.9,94,0,No,14,6,0,33,19,10.8,1.4,1.74,1
1355,20,Female,1,1,1,10,1,1,1,1,28,6,9,0,0,0,1,1,2,57,80802,No,17894,17,12,1,78,4,No,19,7,5,22,20,11.1,0.6,2.02,1
1356,18,Other,1,1,1,6,1,1,1,1,10,5,6,0,0,0,1,0,2.7,92,41253,No,11885,17,16,0.6,80,4,No,28,9,5,36,20,13.9,-0.3,0.79,1
1357,32,Male,1,12,1,15,1,1,1,19,27,1,1,0,0,0,1,0,2,63,53942,No,9123,14,3,3.4,93,5,No,4,6,2,5,26,7.6,2.6,0.32,1
1358,42,Female,1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,0,2.4,55,40402,No,16166,10,5,2.4,100,0,Yes,1,1,2,33,36,15.5,2.8,-4.06,1
1359,34,Other,1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,0,3.6,57,60752,No,13171,10,6,2,65,2,Yes,18,3,2,40,19,10.8,1.4,1.74,1
1360,36,Male,1,13,1,7,1,1,1,13,27,10,10,0,0,0,0,0,2.5,65,108380,No,3083,10,7,2.3,69,4,Yes,22,3,0,20,27,15.5,2.8,-4.06,1
1361,40,Other,1,1,4,7,1,1,1,3,1,15,31,0,0,0,1,0,2.2,75,135233,No,7059,17,5,1.3,85,4,No,14,2,0,26,18,8.9,1.4,3.51,1
1362,44,Female,1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,2.3,96,56086,No,17056,15,11,2.4,76,5,Yes,3,9,0,8,18,10.8,1.4,1.74,1
1363,45,Male,1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,0,2.9,66,128286,No,6495,12,3,3.9,86,0,Yes,21,6,0,20,28,12.4,0.5,1.79,1
1364,23,Male,1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,0,3.9,71,80697,No,21410,16,10,1.9,61,5,No,9,2,1,39,21,12.4,0.5,1.79,1
1365,18,Female,1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,0,2.6,94,74210,No,4137,16,9,0.6,78,2,No,25,6,3,35,19,7.6,2.6,0.32,1
1366,20,Male,1,12,1,14,1,7,1,6,16,4,4,0,0,1,0,0,2.6,65,130453,No,4796,13,0,4,99,5,No,27,1,5,23,26,9.4,-0.8,-3.12,1
1367,38,Female,1,16,1,7,1,1,1,1,14,4,6,1,0,0,1,0,3,70,84996,No,24764,17,8,2.5,70,0,No,30,2,3,29,20,11.1,0.6,2.02,1
1368,28,Male,1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,0,3.8,90,81414,No,23518,16,4,3,79,4,No,18,5,0,38,19,12.7,3.7,-1.7,1
1369,24,Male,1,1,1,9,1,1,1,13,14,8,4,1,0,0,1,0,3.7,86,118380,No,24925,15,6,3.3,87,0,Yes,6,6,5,27,21,12.7,3.7,-1.7,1
1370,39,Male,1,17,1,14,1,16,1,1,14,10,10,0,0,0,1,1,2.3,52,62779,No,12482,14,3,3.1,78,5,No,10,7,0,38,23,8.9,1.4,3.51,1
1371,28,Female,1,12,1,3,0,13,1,23,27,5,9,0,0,0,1,0,2,93,127050,No,11899,16,6,0.6,96,1,No,4,2,2,19,29,11.1,0.6,2.02,1
1372,23,Male,1,1,1,12,1,1,1,1,1,10,10,0,0,0,1,0,3.6,82,56989,No,19155,16,13,1.4,97,1,No,28,3,0,15,20,12.7,3.7,-1.7,1
1373,32,Male,1,1,1,10,1,1,1,1,14,6,10,0,0,0,1,0,3.3,95,23559,No,9587,10,3,2.6,96,5,No,14,6,5,39,18,15.5,2.8,-4.06,0
1374,25,Female,1,1,1,15,1,1,1,1,28,4,6,1,0,0,1,0,3.8,90,124050,No,23963,18,11,2.1,75,5,No,13,9,5,16,19,9.4,-0.8,-3.12,1
1375,20,Male,1,4,1,13,1,3,1,1,27,5,9,0,0,0,0,0,3.2,84,134775,No,5281,10,4,2.3,87,4,Yes,0,3,5,7,23,10.8,1.4,1.74,0
1376,32,Female,1,1,1,2,1,1,1,23,1,6,2,0,0,0,1,0,2,71,80614,No,1737,11,3,2.4,99,2,No,10,3,3,14,21,13.9,-0.3,0.79,1
1377,35,Male,1,8,1,9,1,1,1,1,1,10,4,1,0,0,1,0,2.9,85,149210,No,7837,16,5,1.8,63,0,Yes,11,2,2,15,18,15.5,2.8,-4.06,1
1378,36,Male,1,1,1,2,1,1,1,22,14,8,8,1,0,0,1,1,2.3,75,121070,No,3674,10,1,2.4,83,0,Yes,11,9,4,6,18,10.8,1.4,1.74,1
1379,19,Male,1,1,5,5,1,1,1,13,27,6,6,1,0,1,0,0,2.4,68,126111,No,17638,9,4,2.1,98,4,Yes,8,2,4,36,21,9.4,-0.8,-3.12,1
1380,42,Other,1,16,1,10,1,1,1,1,1,6,10,0,0,0,1,0,3.6,74,66772,No,7437,17,1,3,96,3,Yes,6,1,1,18,22,11.1,0.6,2.02,1
1381,29,Male,1,9,1,13,1,1,1,3,14,3,9,1,0,0,1,0,3.4,51,134004,No,15396,9,7,1.8,90,0,Yes,20,3,4,38,21,8.9,1.4,3.51,1
1382,35,Female,1,12,1,12,1,1,1,23,14,10,10,1,0,0,0,0,2.8,98,103911,No,19158,10,6,2.1,88,5,No,18,8,4,34,32,16.2,0.3,-0.92,1
1383,36,Male,1,4,1,4,1,3,1,1,14,5,2,1,0,0,1,0,3.1,86,95638,No,2155,10,4,2.5,64,1,Yes,6,1,2,36,27,15.5,2.8,-4.06,1
1384,22,Male,1,1,1,12,1,1,1,13,28,10,9,1,0,0,1,0,2.1,61,31102,No,17065,16,14,2.6,95,4,Yes,11,7,4,30,18,7.6,2.6,0.32,1
1385,26,Male,1,12,1,5,1,1,1,1,1,6,4,1,0,0,1,1,3,80,108640,No,7951,17,3,0.9,99,1,No,30,5,3,16,24,15.5,2.8,-4.06,1
1386,35,Female,1,1,1,8,1,1,1,13,27,2,10,1,0,0,1,0,2.5,54,58120,No,21090,11,6,3.7,77,4,Yes,14,5,1,32,22,12.7,3.7,-1.7,1
1387,31,Male,1,14,1,8,1,1,1,2,3,4,3,1,0,0,0,0,3.7,82,91825,No,21310,12,0,2.3,83,2,Yes,11,5,0,39,22,10.8,1.4,1.74,1
1388,26,Female,1,1,3,9,1,1,1,22,27,10,6,1,0,0,1,0,2.9,96,91696,No,12498,10,4,2.2,62,0,Yes,20,8,1,36,19,13.9,-0.3,0.79,1
1389,25,Other,1,8,6,7,1,1,1,22,11,5,12,1,0,0,1,0,2.7,89,22603,No,16338,16,1,0.4,73,0,No,10,10,5,12,19,7.6,2.6,0.32,1
1390,38,Male,1,1,2,6,1,1,1,1,14,4,4,1,0,0,1,0,2.2,93,95785,No,21396,15,3,1.9,69,3,No,10,1,3,13,21,10.8,1.4,1.74,1
1391,33,Male,1,1,2,12,1,1,1,1,1,3,8,1,0,0,1,1,2.2,66,122486,Yes,4569,12,8,2.7,92,1,No,8,7,3,6,18,9.4,-0.8,-3.12,1
1392,28,Other,1,1,2,11,1,1,1,3,14,4,11,1,0,0,1,0,4,54,43026,No,16077,15,1,3.8,61,1,Yes,5,4,0,23,18,9.4,-0.8,-3.12,1
1393,22,Male,1,1,1,2,1,1,1,13,14,10,10,1,0,1,1,0,2.9,91,54555,No,2405,10,8,2.8,98,5,Yes,5,7,0,36,20,16.2,0.3,-0.92,0
1394,33,Female,1,8,1,10,1,1,1,1,14,5,10,1,0,0,1,0,3.9,95,42934,No,17675,12,7,3.2,68,2,No,12,7,2,13,19,13.9,-0.3,0.79,0
1395,43,Male,1,8,5,15,1,1,1,23,28,29,39,1,0,1,1,0,2.3,93,30480,No,17889,18,11,4,63,2,No,15,6,2,32,19,8.9,1.4,3.51,1
1396,27,Other,1,8,1,11,1,1,1,10,1,10,4,1,0,0,1,1,3.9,70,68039,No,17154,11,9,3.4,77,0,Yes,3,2,5,28,18,12.4,0.5,1.79,0
1397,36,Female,1,1,1,8,1,1,1,1,1,4,10,1,0,0,1,0,3.7,93,126237,No,10369,14,3,3.2,74,3,No,6,3,1,15,20,16.2,0.3,-0.92,1
1398,38,Other,1,15,1,5,1,14,1,10,27,4,10,0,0,1,1,1,3.1,56,100118,No,11933,17,5,0.9,62,2,Yes,28,7,5,37,22,12.4,0.5,1.79,1
1399,21,Other,2,12,1,13,1,12,1,22,28,10,10,0,0,0,1,0,2.6,62,127109,No,16757,10,10,2.8,68,3,No,21,2,5,8,31,12.4,0.5,1.79,1
1400,39,Female,1,8,1,16,1,1,1,13,14,10,9,0,0,0,1,1,4,63,142257,No,20209,16,14,0.7,94,2,Yes,6,5,3,28,19,16.2,0.3,-0.92,0
1401,37,Other,1,1,2,2,1,1,1,1,3,4,4,1,0,0,1,0,2.6,91,119586,No,8300,10,0,1.1,95,2,Yes,9,6,0,12,18,12.4,0.5,1.79,1
1402,39,Male,1,1,2,11,1,1,1,23,28,10,8,1,0,0,1,1,2.8,52,85267,No,18022,12,5,3.7,99,0,No,17,1,3,13,18,8.9,1.4,3.51,1
1403,31,Male,1,1,1,6,1,1,1,10,1,2,12,0,0,0,1,0,3.8,77,145767,No,22075,15,0,3,74,3,No,12,3,0,9,21,7.6,2.6,0.32,1
1404,33,Male,1,8,5,12,1,1,1,23,1,10,8,1,0,0,1,1,3.9,77,125072,No,7423,12,0,3,72,1,Yes,24,8,1,8,18,13.9,-0.3,0.79,1
1405,33,Female,1,15,1,9,1,14,9,2,27,3,9,0,0,1,0,0,2.2,87,114349,No,23257,15,13,1,69,4,No,12,4,5,8,25,15.5,2.8,-4.06,1
1406,36,Other,1,6,1,7,1,1,14,1,3,6,9,0,0,1,1,0,2.1,56,28312,No,2293,13,2,3.9,86,2,Yes,8,9,4,22,21,11.1,0.6,2.02,1
1407,32,Male,1,9,2,12,1,1,1,23,27,6,6,1,0,0,1,1,2.2,68,140790,No,9318,17,6,4,85,1,No,28,8,3,38,19,10.8,1.4,1.74,1
1408,39,Other,1,1,2,15,1,1,1,23,1,10,10,1,0,0,1,0,2.1,83,117150,No,6557,15,12,3.8,94,4,No,0,10,4,17,19,10.8,1.4,1.74,0
1409,23,Other,1,8,1,11,1,1,1,9,24,6,1,1,0,0,1,0,2.8,60,134533,No,19058,12,4,0.8,82,5,Yes,13,9,3,29,22,7.6,2.6,0.32,1
1410,42,Female,1,6,1,9,1,1,1,23,1,10,2,0,0,0,1,0,3.7,66,93402,No,20004,17,3,1.5,68,3,Yes,29,10,1,27,19,12.4,0.5,1.79,1
1411,45,Female,1,12,1,3,0,12,1,22,27,10,6,0,0,0,1,0,3.9,96,29061,No,14128,11,1,1.8,79,4,No,22,2,0,31,58,11.1,0.6,2.02,1
1412,23,Other,1,7,2,10,1,1,1,13,27,10,8,1,0,0,1,1,3.2,97,20691,No,6582,12,2,3.2,76,5,No,25,2,3,15,19,10.8,1.4,1.74,1
1413,35,Other,1,14,1,14,1,1,9,22,27,10,10,1,0,0,1,0,2.7,87,140385,No,8026,10,5,1.4,68,5,No,16,3,0,12,23,9.4,-0.8,-3.12,1
1414,44,Male,1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,1,4,51,92907,No,2399,11,7,3.9,97,3,Yes,13,2,3,6,19,9.4,-0.8,-3.12,0
1415,27,Other,1,9,3,12,1,1,1,13,1,5,8,1,0,0,1,0,4,84,55772,No,3500,13,2,3.1,90,5,Yes,2,10,2,27,18,13.9,-0.3,0.79,1
1416,43,Other,1,1,2,6,1,1,1,13,14,12,12,0,0,0,1,0,2.3,52,144273,No,8888,17,6,1.6,73,5,No,9,4,3,18,20,7.6,2.6,0.32,1
1417,39,Female,1,8,5,6,1,1,1,13,14,12,8,0,0,0,0,0,3.1,51,144252,No,20959,15,2,1.9,66,3,No,14,5,3,38,18,12.7,3.7,-1.7,1
1418,44,Other,1,8,1,14,1,1,1,3,14,6,6,0,0,0,1,0,2.6,88,42239,No,7116,16,13,2.2,72,3,No,16,2,2,18,18,8.9,1.4,3.51,1
1419,28,Female,1,8,4,9,1,1,1,13,14,6,8,1,0,1,1,1,3.7,67,37366,No,12725,13,1,3,85,0,No,5,5,1,23,18,11.1,0.6,2.02,1
1420,31,Female,1,12,1,8,1,1,1,23,28,10,11,0,0,0,1,0,2.4,79,27845,No,4629,14,4,1.9,98,5,No,0,9,1,39,24,11.1,0.6,2.02,1
1421,38,Male,1,8,4,16,1,1,1,22,27,10,6,1,0,0,1,0,3,70,90130,No,1995,15,10,1.6,65,0,Yes,18,9,5,22,18,10.8,1.4,1.74,1
1422,33,Female,1,1,3,9,1,1,1,1,28,6,8,1,0,0,1,1,2.4,97,51287,No,8169,11,9,1.8,93,3,No,12,8,5,18,19,9.4,-0.8,-3.12,1
1423,22,Male,1,8,3,10,1,1,1,13,28,10,8,1,0,0,1,1,2.4,77,137171,No,20771,14,3,3.4,90,5,No,1,7,2,26,19,8.9,1.4,3.51,1
1424,27,Female,1,1,1,11,1,1,1,23,28,7,7,1,0,0,1,0,2.3,68,51804,No,17487,15,9,1.4,94,2,Yes,23,4,4,9,18,7.6,2.6,0.32,1
1425,27,Other,1,1,2,8,1,1,1,13,27,10,10,1,0,0,1,0,2.4,76,57840,Yes,6469,10,3,2.9,78,5,No,14,4,5,18,18,12.7,3.7,-1.7,1
1426,26,Male,1,1,1,2,1,1,1,13,14,6,6,1,0,0,1,1,2.7,77,96939,No,18977,13,3,1.7,66,0,No,23,2,3,5,19,10.8,1.4,1.74,1
1427,44,Female,1,15,1,6,1,1,1,4,4,3,7,0,0,0,1,0,3.5,88,84689,No,2940,17,17,1.6,93,1,No,12,3,3,38,22,13.9,-0.3,0.79,0
1428,24,Female,1,1,1,11,1,1,1,2,27,2,2,1,0,0,1,0,2.9,85,138819,No,14259,11,5,2.5,67,0,No,8,1,3,10,19,10.8,1.4,1.74,1
1429,36,Female,3,8,1,10,1,1,1,22,27,10,10,1,0,0,1,1,2.9,68,139640,No,14307,11,5,1.5,85,5,No,3,10,4,35,21,12.7,3.7,-1.7,1
1430,20,Female,1,8,1,15,1,1,1,13,28,10,8,1,0,0,1,1,3.4,99,25126,No,17623,11,8,3.7,70,4,No,14,7,2,26,21,8.9,1.4,3.51,1
1431,34,Other,1,1,3,12,1,1,1,23,28,6,8,1,0,0,1,1,2.3,73,147455,No,23951,15,2,3.4,95,3,No,13,8,1,33,18,10.8,1.4,1.74,1
1432,20,Other,1,1,5,16,1,1,1,1,10,5,10,1,0,0,1,0,2.4,81,118848,No,7132,17,14,0.1,86,2,Yes,20,4,1,14,20,10.8,1.4,1.74,1
1433,39,Other,1,1,3,11,1,1,1,22,28,8,8,1,0,0,1,1,3.9,62,20152,No,17176,13,9,0,69,3,Yes,29,7,4,30,18,7.6,2.6,0.32,1
1434,33,Male,1,7,3,5,1,1,1,1,28,5,9,1,0,0,1,0,2.1,51,98489,No,818,11,9,1.5,77,3,Yes,6,8,0,36,19,12.7,3.7,-1.7,1
1435,39,Other,1,1,2,12,1,1,1,1,28,10,10,1,0,0,1,1,3.3,87,29099,No,14784,16,7,3.1,61,0,No,9,9,5,31,18,11.1,0.6,2.02,1
1436,19,Other,1,6,1,9,1,1,14,26,1,4,5,0,0,1,0,0,3.3,60,39710,No,15528,16,11,1.7,75,1,Yes,21,5,4,20,26,11.1,0.6,2.02,1
1437,33,Female,1,6,1,7,1,1,13,1,3,21,31,0,0,1,1,0,2.2,89,49870,No,14537,11,5,3,93,1,Yes,6,10,5,11,19,8.9,1.4,3.51,1
